,gender,purchases,job_title,job_industry_category,wealth_segment,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value,Age
425,Female,13,Senior Financial Analyst,Financial Services,Mass Customer,Yes,20,0627 Golf Center,4152,QLD,Australia,9,420,0.91375,75.0
426,Female,96,Developer IV,,Mass Customer,Yes,18,24960 Shopko Crossing,2528,NSW,Australia,7,427,0.9125,47.0
427,Female,52,Chemical Engineer,Manufacturing,High Net Worth,No,13,43 Stoughton Drive,2154,NSW,Australia,9,427,0.9125,53.0
428,Female,6,Database Administrator II,Property,Affluent Customer,Yes,20,247 Blue Bill Park Parkway,2066,NSW,Australia,9,429,0.91,45.0
429,Female,51,Environmental Specialist,,Affluent Customer,No,8,2 David Pass,2720,NSW,Australia,4,430,0.9095,82.0
430,Male,23,Research Assistant IV,Argiculture,Mass Customer,Yes,4,3867 Barby Hill,2140,NSW,Australia,8,430,0.9095,48.0
431,Female,58,Account Executive,IT,Mass Customer,Yes,17,52 Bobwhite Court,2219,NSW,Australia,9,430,0.9095,47.0
432,Male,72,Nurse Practicioner,Health,Mass Customer,No,16,32249 Sycamore Way,4650,QLD,Australia,4,433,0.90625,65.0
433,Male,61,Director of Sales,Property,Affluent Customer,No,12,3 Roth Junction,3156,VIC,Australia,8,433,0.90625,44.0
434,U,52,Internal Auditor,IT,Mass Customer,No,7,72423 Surrey Street,3753,VIC,Australia,5,433,0.90625,
435,Male,15,Community Outreach Specialist,Entertainment,High Net Worth,Yes,22,76 Green Ridge Drive,3029,VIC,Australia,7,436,0.903125,49.0
436,Male,37,Nuclear Power Engineer,Manufacturing,High Net Worth,Yes,10,9 Glacier Hill Circle,2762,NSW,Australia,8,436,0.903125,25.0
437,Male,28,Geologist III,Property,Affluent Customer,Yes,7,91281 Transport Center,3356,VIC,Australia,2,436,0.903125,48.0
438,Male,47,Actuary,Financial Services,Mass Customer,No,7,11 Paget Road,2125,NSW,Australia,10,436,0.903125,70.0
439,U,93,Tax Accountant,IT,Mass Customer,Yes,14,3686 Waubesa Way,3065,VIC,Australia,6,436,0.903125,
440,Female,59,Librarian,Entertainment,High Net Worth,Yes,14,6 Killdeer Way,2705,NSW,Australia,1,441,0.901,81.0
441,Male,16,Software Consultant,Financial Services,Affluent Customer,No,15,737 Service Lane,3030,VIC,Australia,8,441,0.901,25.0
442,Female,30,General Manager,Argiculture,Mass Customer,Yes,14,253 Katie Junction,2650,NSW,Australia,2,441,0.901,35.0
443,Female,59,Senior Developer,IT,Mass Customer,No,6,481 Moulton Place,2440,NSW,Australia,2,444,0.9,58.0
444,Female,76,Research Associate,Financial Services,Mass Customer,Yes,10,3864 Sheridan Alley,4130,QLD,Australia,7,444,0.9,50.0
445,Male,67,VP Sales,Financial Services,Affluent Customer,No,8,61416 Karstens Place,4217,QLD,Australia,5,444,0.9,29.0
446,Male,54,Programmer I,Property,High Net Worth,Yes,5,0 Union Parkway,3142,VIC,Australia,11,444,0.9,64.0
447,Female,83,Quality Engineer,Manufacturing,High Net Worth,Yes,8,4 Lukken Lane,4301,QLD,Australia,4,444,0.9,56.0
448,Male,61,Legal Assistant,Retail,Affluent Customer,No,11,1507 Schlimgen Trail,2155,NSW,Australia,10,444,0.9,45.0
449,Female,47,Human Resources Manager,,High Net Worth,Yes,3,4 Meadow Ridge Place,2090,NSW,Australia,10,450,0.8999999999999999,24.0
450,Female,84,Programmer Analyst III,Financial Services,Mass Customer,No,9,31 Melody Circle,3814,VIC,Australia,4,450,0.8999999999999999,26.0
451,Female,0,Help Desk Operator,Retail,High Net Worth,Yes,14,96 Rutledge Drive,3064,VIC,Australia,5,450,0.8999999999999999,31.0
452,Female,12,Chemical Engineer,Manufacturing,High Net Worth,No,21,2905 Towne Place,2114,NSW,Australia,9,450,0.8999999999999999,79.0
453,Male,42,Automation Specialist IV,Financial Services,High Net Worth,No,14,638 Caliangt Avenue,2137,NSW,Australia,11,450,0.8999999999999999,40.0
454,Male,70,VP Accounting,Financial Services,Mass Customer,No,17,9645 Moose Terrace,2137,NSW,Australia,11,455,0.8925,37.0
455,Female,21,VP Sales,,High Net Worth,No,10,7 Messerschmidt Crossing,3810,VIC,Australia,6,455,0.8925,61.0
456,Female,17,Information Systems Manager,Manufacturing,High Net Worth,No,17,005 Loeprich Way,4680,QLD,Australia,3,455,0.8925,46.0
457,Female,19,,,Affluent Customer,Yes,13,3653 Steensland Road,4103,QLD,Australia,8,455,0.8925,50.0
458,Female,60,Software Engineer III,Financial Services,Mass Customer,No,16,56 Comanche Terrace,3141,VIC,Australia,10,455,0.8925,75.0
459,Male,7,,Retail,Affluent Customer,Yes,21,66 Merry Court,2033,NSW,Australia,12,455,0.8925,71.0
460,Female,67,,Property,Mass Customer,Yes,14,92 Ludington Street,4301,QLD,Australia,3,455,0.8925,48.0
461,Female,59,Office Assistant II,,Mass Customer,Yes,19,37 Rigney Park,2171,NSW,Australia,9,455,0.8925,82.0
462,Female,24,Chief Design Engineer,Retail,Mass Customer,No,8,0796 Barnett Plaza,3758,VIC,Australia,4,455,0.8925,75.0
463,Male,56,Software Test Engineer IV,Property,Mass Customer,Yes,5,415 Rockefeller Trail,2484,NSW,Australia,7,464,0.8906249999999999,57.0
464,Female,25,Quality Engineer,Retail,Mass Customer,No,16,846 Loftsgordon Crossing,2154,NSW,Australia,11,464,0.8906249999999999,45.0
465,Female,22,Social Worker,Health,High Net Worth,Yes,2,9 Ridgeview Avenue,3109,VIC,Australia,10,466,0.89,29.0
466,Male,42,Business Systems Development Analyst,Financial Services,Mass Customer,No,19,6218 Delladonna Parkway,4115,QLD,Australia,8,466,0.89,50.0
467,Female,38,Programmer Analyst III,,Mass Customer,Yes,18,095 Glacier Hill Circle,2571,NSW,Australia,7,468,0.8898437499999999,52.0
468,Female,75,Assistant Manager,Argiculture,Mass Customer,No,10,057 Victoria Crossing,2263,NSW,Australia,9,468,0.8898437499999999,22.0
469,Female,50,Graphic Designer,IT,Mass Customer,No,14,0 Memorial Road,3109,VIC,Australia,10,468,0.8898437499999999,21.0
470,Female,50,Nurse Practicioner,Retail,Mass Customer,Yes,4,409 Starling Lane,4172,QLD,Australia,7,471,0.8875,32.0
471,Male,95,VP Marketing,Telecommunications,Mass Customer,Yes,18,36963 Pierstorff Terrace,3168,VIC,Australia,9,471,0.8875,55.0
472,Male,9,Accountant II,Manufacturing,Affluent Customer,No,7,8069 Sunbrook Way,2155,NSW,Australia,10,473,0.884,23.0
473,Male,99,Geologist III,IT,Affluent Customer,Yes,20,9 Hovde Way,2322,NSW,Australia,5,473,0.884,66.0
474,Male,31,Assistant Media Planner,Entertainment,Mass Customer,Yes,15,94 Barby Lane,2210,NSW,Australia,10,475,0.8818749999999999,43.0
475,Male,7,Food Chemist,Health,Affluent Customer,Yes,9,0492 Kings Street,2480,NSW,Australia,3,475,0.8818749999999999,21.0
476,Female,25,Administrative Assistant II,Entertainment,Mass Customer,No,16,1 Fair Oaks Alley,3149,VIC,Australia,10,475,0.8818749999999999,50.0
477,Female,43,Actuary,Financial Services,High Net Worth,No,11,780 Norway Maple Hill,2565,NSW,Australia,8,478,0.88,27.0
478,Male,89,VP Quality Control,,Mass Customer,No,12,625 Mandrake Junction,2145,NSW,Australia,9,478,0.88,65.0
479,Female,73,Dental Hygienist,Health,High Net Worth,No,15,1037 Roth Park,2145,NSW,Australia,7,478,0.88,71.0
480,Male,25,Media Manager IV,Health,Mass Customer,Yes,10,315 Center Park,3040,VIC,Australia,7,478,0.88,43.0
481,Male,97,Compensation Analyst,Financial Services,Mass Customer,Yes,8,1 Graceland Plaza,3216,VIC,Australia,2,478,0.88,63.0
482,Female,13,Account Representative IV,Retail,Affluent Customer,No,13,98555 Victoria Hill,2171,NSW,Australia,7,483,0.8765625,83.0
483,Male,82,Programmer IV,,Mass Customer,Yes,14,31121 Pierstorff Center,2770,NSW,Australia,7,483,0.8765625,61.0
484,Male,29,Assistant Manager,Manufacturing,High Net Worth,No,11,59 Garrison Terrace,3215,VIC,Australia,4,485,0.8755,52.0
485,Male,46,VP Sales,Financial Services,High Net Worth,Yes,13,2763 Buhler Circle,4305,QLD,Australia,4,486,0.875,78.0
486,Female,69,Senior Sales Associate,Financial Services,High Net Worth,No,8,309 Maple Wood Pass,3930,VIC,Australia,6,486,0.875,56.0
487,Male,83,,Financial Services,High Net Worth,Yes,19,777 Fairfield Court,4305,QLD,Australia,3,486,0.875,56.0
488,Male,4,Human Resources Manager,,High Net Worth,Yes,6,99 Quincy Parkway,3630,VIC,Australia,1,486,0.875,28.0
489,Female,68,Staff Scientist,,Affluent Customer,Yes,10,902 Westend Lane,2318,NSW,Australia,3,486,0.875,47.0
490,Female,72,Web Designer IV,Manufacturing,Mass Customer,Yes,10,9 Rieder Junction,2573,NSW,Australia,9,486,0.875,47.0
491,Female,56,Media Manager III,Retail,Mass Customer,No,11,734 Veith Way,3155,VIC,Australia,8,492,0.8712499999999999,57.0
492,Female,55,Administrative Officer,Manufacturing,Mass Customer,No,2,0800 Dahle Alley,2148,NSW,Australia,8,492,0.8712499999999999,26.0
493,Female,15,Programmer II,,Mass Customer,Yes,21,5 Macpherson Drive,3134,VIC,Australia,9,494,0.867,78.0
494,Male,39,Nurse Practicioner,IT,Affluent Customer,No,14,07 Boyd Drive,4350,QLD,Australia,7,495,0.86328125,45.0
495,Male,86,Geologist IV,Financial Services,Affluent Customer,Yes,10,427 Oak Avenue,2205,NSW,Australia,10,495,0.86328125,25.0
496,Female,59,Analyst Programmer,Property,High Net Worth,No,13,390 Express Plaza,2076,NSW,Australia,11,495,0.86328125,70.0
497,Female,69,Operator,,Affluent Customer,No,15,703 Ludington Plaza,2480,NSW,Australia,4,498,0.8606250000000001,62.0
498,Female,56,Assistant Manager,,Mass Customer,No,6,7 Dayton Circle,2160,NSW,Australia,9,498,0.8606250000000001,33.0
499,Female,5,Compensation Analyst,Financial Services,Mass Customer,Yes,11,79 Manufacturers Plaza,4171,QLD,Australia,5,500,0.86,68.0
500,Male,82,Structural Analysis Engineer,Argiculture,Mass Customer,No,16,600 Artisan Drive,3149,VIC,Australia,10,500,0.86,55.0
501,Male,27,Software Consultant,,Mass Customer,Yes,8,0 Veith Way,2009,NSW,Australia,9,502,0.8584999999999999,46.0
502,Female,10,Assistant Media Planner,Entertainment,Affluent Customer,Yes,17,2336 Continental Point,2527,NSW,Australia,7,502,0.8584999999999999,48.0
503,Male,68,Payment Adjustment Coordinator,Retail,High Net Worth,Yes,20,535 Corben Point,4680,QLD,Australia,4,504,0.8500000000000001,62.0
504,Female,30,Graphic Designer,,Mass Customer,Yes,19,1690 Forster Place,2281,NSW,Australia,9,504,0.8500000000000001,47.0
505,Male,13,Payment Adjustment Coordinator,,High Net Worth,No,11,54 6th Trail,2640,NSW,Australia,7,504,0.8500000000000001,77.0
506,Male,44,Marketing Assistant,,Affluent Customer,No,4,16 Pepper Wood Junction,3803,VIC,Australia,7,507,0.85,42.0
507,Female,94,Teacher,,Mass Customer,Yes,19,4 Arapahoe Terrace,4014,QLD,Australia,8,507,0.85,48.0
508,Female,6,VP Product Management,Manufacturing,Mass Customer,Yes,13,540 Farragut Avenue,2066,NSW,Australia,9,507,0.85,46.0
509,Male,41,Help Desk Technician,,Affluent Customer,No,9,938 Bartillon Hill,2035,NSW,Australia,11,507,0.85,42.0
510,Male,4,Financial Analyst,Financial Services,Mass Customer,No,11,612 Annamark Center,2176,NSW,Australia,8,507,0.85,49.0
511,Male,57,Marketing Manager,Retail,High Net Worth,No,12,18 Sage Plaza,3152,VIC,Australia,9,507,0.85,23.0
512,Female,81,Data Coordiator,Manufacturing,High Net Worth,No,9,4 Randy Street,3070,VIC,Australia,8,513,0.8415,46.0
513,Female,94,,Health,Mass Customer,Yes,10,05 Corry Center,4021,QLD,Australia,2,513,0.8415,68.0
514,Female,72,Senior Cost Accountant,Financial Services,Mass Customer,Yes,10,1 South Street,4183,QLD,Australia,9,515,0.839375,34.0
515,Female,91,,Manufacturing,Mass Customer,No,9,4810 Kim Park,3858,VIC,Australia,2,515,0.839375,51.0
516,Male,75,Physical Therapy Assistant,,Mass Customer,Yes,5,80388 Ryan Place,2010,NSW,Australia,9,515,0.839375,21.0
517,Female,87,,Manufacturing,High Net Worth,Yes,11,1092 Kinsman Parkway,4053,QLD,Australia,8,515,0.839375,58.0
518,Female,79,,Manufacturing,Affluent Customer,No,12,1 Bluejay Court,2320,NSW,Australia,4,515,0.839375,23.0
519,Female,87,Environmental Tech,Retail,Mass Customer,Yes,9,7 Maple Wood Plaza,4125,QLD,Australia,6,520,0.8375,68.0
520,Female,33,Senior Quality Engineer,Manufacturing,High Net Worth,No,12,12 Eastlawn Terrace,2007,NSW,Australia,9,520,0.8375,71.0
521,Male,42,,,Mass Customer,Yes,12,24929 Spaight Junction,3796,VIC,Australia,8,520,0.8375,66.0
522,Male,60,Chief Design Engineer,Entertainment,High Net Worth,No,2,846 Daystar Lane,2000,NSW,Australia,12,520,0.8375,31.0
523,Male,44,Senior Sales Associate,Argiculture,Affluent Customer,Yes,11,36 Golf Course Circle,2444,NSW,Australia,6,524,0.83671875,72.0
524,Male,79,Structural Engineer,Manufacturing,High Net Worth,Yes,8,0 Nelson Crossing,3155,VIC,Australia,7,524,0.83671875,42.0
525,Male,11,Environmental Tech,Telecommunications,High Net Worth,Yes,13,93264 Almo Plaza,3078,VIC,Australia,10,526,0.833,68.0
526,Female,26,,Financial Services,Mass Customer,Yes,14,2109 Shoshone Court,3103,VIC,Australia,12,526,0.833,58.0
527,Male,97,Research Assistant IV,Financial Services,Affluent Customer,No,13,355 Roxbury Lane,3190,VIC,Australia,8,526,0.833,69.0
528,Female,59,Desktop Support Technician,,High Net Worth,No,9,2 Warrior Crossing,2161,NSW,Australia,9,529,0.83,50.0
529,Female,56,Office Assistant IV,IT,High Net Worth,No,19,08470 Kingsford Lane,2120,NSW,Australia,11,530,0.8287500000000001,49.0
530,Female,18,Product Engineer,,Mass Customer,No,12,16898 Donald Plaza,2323,NSW,Australia,4,530,0.8287500000000001,24.0
531,Female,71,Chief Design Engineer,Financial Services,Mass Customer,Yes,9,3128 Mallory Pass,2144,NSW,Australia,6,530,0.8287500000000001,41.0
532,Male,61,Physical Therapy Assistant,Retail,Mass Customer,No,8,799 Luster Road,3051,VIC,Australia,8,530,0.8287500000000001,36.0
533,Male,55,Associate Professor,Financial Services,Mass Customer,No,9,53 Dryden Trail,2358,NSW,Australia,3,530,0.8287500000000001,67.0
534,Male,62,Computer Systems Analyst I,Financial Services,High Net Worth,Yes,22,5512 Ronald Regan Hill,3122,VIC,Australia,8,530,0.8287500000000001,70.0
535,Female,10,Editor,Financial Services,Mass Customer,Yes,17,72 Melrose Street,4074,QLD,Australia,7,536,0.8250000000000001,66.0
536,Male,16,Software Consultant,Argiculture,Mass Customer,Yes,15,3460 Dapin Street,2262,NSW,Australia,6,536,0.8250000000000001,44.0
537,Male,62,Marketing Assistant,Health,Affluent Customer,No,15,5 Hovde Lane,3028,VIC,Australia,8,536,0.8250000000000001,28.0
538,Female,41,Database Administrator III,Manufacturing,High Net Worth,No,15,4 Gale Center,3185,VIC,Australia,7,536,0.8250000000000001,44.0
539,Female,37,Accounting Assistant III,Manufacturing,Mass Customer,No,7,5263 Stone Corner Crossing,2217,NSW,Australia,12,536,0.8250000000000001,25.0
540,Male,80,Civil Engineer,Manufacturing,High Net Worth,No,5,0439 Mandrake Park,2046,NSW,Australia,10,536,0.8250000000000001,57.0
541,Female,78,VP Product Management,Manufacturing,Affluent Customer,No,13,069 Hoard Pass,4352,QLD,Australia,5,536,0.8250000000000001,46.0
542,Female,10,Accounting Assistant I,Financial Services,Affluent Customer,No,16,89 Green Ridge Point,2168,NSW,Australia,9,536,0.8250000000000001,47.0
543,Male,68,VP Sales,Manufacturing,Mass Customer,No,8,8 Cardinal Junction,2444,NSW,Australia,7,544,0.8245,72.0
544,Male,60,Chemical Engineer,Manufacturing,High Net Worth,Yes,2,240 Main Hill,3200,VIC,Australia,6,544,0.8245,24.0
545,Female,0,Food Chemist,Health,Mass Customer,No,13,67081 Burrows Center,2111,NSW,Australia,12,546,0.8234374999999999,45.0
546,Female,99,Accountant III,Financial Services,Mass Customer,No,5,0 Kipling Way,2289,NSW,Australia,7,546,0.8234374999999999,50.0
547,Female,37,Senior Editor,Entertainment,High Net Worth,Yes,9,1 Raven Way,2151,NSW,Australia,10,546,0.8234374999999999,49.0
548,Male,69,Programmer III,Retail,Affluent Customer,No,13,261 Holy Cross Park,2750,NSW,Australia,9,549,0.82,38.0
549,Female,42,Marketing Manager,Financial Services,High Net Worth,Yes,12,891 Ohio Terrace,2075,NSW,Australia,12,549,0.82,31.0
550,Female,34,Professor,Manufacturing,High Net Worth,Yes,11,1408 Hovde Circle,3081,VIC,Australia,9,551,0.818125,43.0
551,Female,83,Financial Analyst,Financial Services,High Net Worth,Yes,5,50897 Northfield Road,4280,QLD,Australia,6,552,0.816,46.0
552,Male,12,Internal Auditor,Manufacturing,Mass Customer,Yes,13,596 Boyd Park,4301,QLD,Australia,3,552,0.816,23.0
553,Female,55,Developer I,Financial Services,Affluent Customer,No,17,8 Fordem Place,2322,NSW,Australia,6,552,0.816,64.0
554,Female,79,Analyst Programmer,Financial Services,High Net Worth,Yes,13,656 Kennedy Crossing,2261,NSW,Australia,8,555,0.8125,27.0
555,Male,23,Help Desk Technician,Manufacturing,High Net Worth,No,12,2 Jackson Place,2528,NSW,Australia,7,555,0.8125,29.0
556,Male,79,Senior Cost Accountant,Financial Services,High Net Worth,No,13,39408 Manufacturers Road,3335,VIC,Australia,3,555,0.8125,50.0
557,Male,46,Speech Pathologist,Manufacturing,High Net Worth,No,13,168 Schlimgen Center,2526,NSW,Australia,9,555,0.8125,28.0
558,Male,70,Geological Engineer,Manufacturing,High Net Worth,No,8,8 Kim Avenue,2158,NSW,Australia,12,555,0.8125,75.0
559,Male,60,Account Coordinator,Manufacturing,High Net Worth,No,13,920 Cambridge Way,2263,NSW,Australia,6,555,0.8125,72.0
560,Male,15,Research Assistant II,,Mass Customer,No,13,4 Schlimgen Trail,4701,QLD,Australia,3,561,0.81015625,71.0
561,Female,80,,Property,Mass Customer,No,5,31 Mccormick Court,4131,QLD,Australia,8,562,0.81,68.0
562,Male,4,Executive Secretary,Financial Services,Mass Customer,Yes,13,65 Milwaukee Lane,4520,QLD,Australia,10,563,0.8075,28.0
563,Male,67,Software Consultant,Health,Affluent Customer,No,13,76 Mendota Park,2090,NSW,Australia,10,563,0.8075,55.0
564,Female,87,Account Representative IV,Retail,Affluent Customer,Yes,20,26667 Rigney Place,2567,NSW,Australia,9,563,0.8075,67.0
565,Male,73,Actuary,Financial Services,High Net Worth,Yes,15,898 Muir Court,2142,NSW,Australia,6,563,0.8075,67.0
566,Female,17,Executive Secretary,Telecommunications,High Net Worth,Yes,12,88093 Pierstorff Plaza,2030,NSW,Australia,10,563,0.8075,58.0
567,Male,40,Internal Auditor,,Mass Customer,Yes,14,3319 Anthes Crossing,3177,VIC,Australia,7,568,0.8,36.0
568,Male,81,Assistant Media Planner,Entertainment,Mass Customer,No,14,16 Mosinee Place,4717,QLD,Australia,1,568,0.8,31.0
569,Female,66,Electrical Engineer,Manufacturing,Mass Customer,Yes,2,197 Northport Plaza,4213,QLD,Australia,7,568,0.8,21.0
570,Female,53,Research Assistant III,Financial Services,Mass Customer,Yes,18,10236 Mifflin Avenue,2570,NSW,Australia,8,568,0.8,54.0
571,Male,81,Assistant Media Planner,Entertainment,Mass Customer,Yes,21,5287 Clarendon Plaza,2258,NSW,Australia,9,568,0.8,72.0
572,Male,1,Accounting Assistant I,Financial Services,Mass Customer,No,16,38407 Sutteridge Circle,2766,NSW,Australia,8,568,0.8,80.0
573,Female,49,Programmer Analyst I,Property,High Net Worth,Yes,18,423 Holy Cross Lane,3029,VIC,Australia,7,574,0.7989999999999999,57.0
574,U,69,Human Resources Manager,IT,Mass Customer,No,12,0307 Namekagon Crossing,2170,NSW,Australia,7,575,0.796875,
575,Female,66,,,Mass Customer,No,4,743 Stuart Terrace,2560,NSW,Australia,7,575,0.796875,24.0
576,Male,90,Sales Associate,Financial Services,Affluent Customer,No,7,1478 Oak Valley Park,3350,VIC,Australia,2,575,0.796875,79.0
577,Male,33,Senior Sales Associate,Financial Services,High Net Worth,Yes,9,8970 Anhalt Junction,2160,NSW,Australia,9,575,0.796875,46.0
578,Female,64,Sales Representative,Retail,Mass Customer,No,11,563 Waywood Park,2145,NSW,Australia,9,575,0.796875,28.0
579,Male,75,Data Coordiator,,Mass Customer,Yes,13,9313 Mayer Street,3133,VIC,Australia,8,575,0.796875,28.0
580,Female,47,Structural Engineer,Telecommunications,Mass Customer,No,11,2978 Mccormick Center,2028,NSW,Australia,10,575,0.796875,49.0
581,Female,3,Account Coordinator,Manufacturing,High Net Worth,Yes,13,527 Jay Trail,4551,QLD,Australia,8,582,0.79,32.0
582,Female,2,Recruiter,,Affluent Customer,Yes,4,6 Loftsgordon Pass,2111,NSW,Australia,11,583,0.7875,27.0
583,Male,9,Registered Nurse,Health,Mass Customer,Yes,11,9940 Manley Drive,2574,NSW,Australia,7,583,0.7875,27.0
584,Female,26,Environmental Specialist,Health,Mass Customer,No,10,0736 West Crossing,3585,VIC,Australia,1,583,0.7875,71.0
585,Female,27,Web Developer II,Manufacturing,Affluent Customer,No,15,95796 Mcbride Drive,3677,VIC,Australia,3,583,0.7875,84.0
586,Male,32,Statistician III,Health,Affluent Customer,No,14,20187 Loomis Court,4132,QLD,Australia,6,587,0.78625,26.0
587,Male,95,Cost Accountant,Financial Services,Affluent Customer,Yes,1,17393 Colorado Hill,4006,QLD,Australia,8,587,0.78625,28.0
588,Male,83,Programmer Analyst IV,Health,High Net Worth,No,18,65 Rutledge Parkway,2539,NSW,Australia,8,587,0.78625,48.0
589,Female,39,Account Executive,Manufacturing,High Net Worth,Yes,17,02023 Loeprich Drive,3037,VIC,Australia,7,590,0.7835937499999999,35.0
590,Male,1,Engineer IV,Manufacturing,Mass Customer,No,10,9107 Pine View Plaza,3977,VIC,Australia,6,591,0.782,43.0
591,Female,44,Tax Accountant,Retail,Affluent Customer,Yes,13,822 Di Loreto Junction,3020,VIC,Australia,8,591,0.782,26.0
592,Male,83,Mechanical Systems Engineer,Financial Services,Mass Customer,No,7,2712 Namekagon Crossing,3029,VIC,Australia,5,591,0.782,57.0
593,Male,13,Accountant I,Property,Mass Customer,No,20,32 Hazelcrest Court,2753,NSW,Australia,8,594,0.78125,67.0
594,Female,21,Sales Associate,Financial Services,Affluent Customer,Yes,8,9 Forster Circle,3174,VIC,Australia,3,595,0.775625,49.0
595,Female,6,Nurse Practicioner,,Mass Customer,Yes,10,07226 Anzinger Avenue,3032,VIC,Australia,8,595,0.775625,64.0
596,Male,57,Senior Sales Associate,,Mass Customer,Yes,9,936 Porter Lane,2323,NSW,Australia,5,595,0.775625,44.0
597,Male,29,Assistant Media Planner,Entertainment,High Net Worth,No,1,6 Havey Pass,2126,NSW,Australia,11,595,0.775625,28.0
598,U,15,Project Manager,IT,Affluent Customer,No,5,882 Toban Lane,2121,NSW,Australia,11,599,0.775,
599,Female,59,Legal Assistant,,Mass Customer,No,14,844 Forster Place,2096,NSW,Australia,12,599,0.775,83.0
600,Male,63,Compensation Analyst,Financial Services,Affluent Customer,Yes,15,42590 Bellgrove Court,2097,NSW,Australia,9,599,0.775,26.0
601,Male,68,Data Coordiator,Health,Affluent Customer,Yes,11,6060 Veith Crossing,2103,NSW,Australia,11,602,0.7735,25.0
602,Female,45,Director of Sales,Manufacturing,Mass Customer,Yes,10,25 Lakeland Point,4113,QLD,Australia,7,603,0.7703125,49.0
603,Male,93,Physical Therapy Assistant,,Affluent Customer,Yes,10,21667 Randy Crossing,3163,VIC,Australia,7,604,0.765,61.0
604,Female,27,Operator,IT,Affluent Customer,Yes,12,608 Dapin Court,3129,VIC,Australia,10,604,0.765,56.0
605,Female,33,Budget/Accounting Analyst II,,Affluent Customer,No,20,8738 Lukken Terrace,2763,NSW,Australia,9,606,0.7649999999999999,67.0
606,Male,96,Automation Specialist III,Manufacturing,Mass Customer,Yes,20,8634 Wayridge Pass,2750,NSW,Australia,8,606,0.7649999999999999,67.0
607,Female,80,Computer Systems Analyst I,Manufacturing,Mass Customer,Yes,12,5 Homewood Road,2800,NSW,Australia,6,606,0.7649999999999999,43.0
608,Male,70,VP Product Management,Health,Mass Customer,Yes,5,7 Dunning Avenue,2477,NSW,Australia,8,609,0.7625,52.0
609,Female,94,Professor,Manufacturing,Mass Customer,Yes,9,67 Beilfuss Plaza,2168,NSW,Australia,8,609,0.7625,24.0
610,Male,65,VP Marketing,Property,High Net Worth,No,16,976 Roxbury Alley,4157,QLD,Australia,7,609,0.7625,46.0
611,Female,88,,Property,Mass Customer,Yes,7,2 Main Lane,4114,QLD,Australia,3,612,0.7570312499999999,53.0
612,Male,29,Environmental Tech,Health,Affluent Customer,Yes,17,6115 Forest Crossing,2148,NSW,Australia,8,612,0.7570312499999999,72.0
613,Male,37,Media Manager II,Retail,Mass Customer,Yes,14,432 Ronald Regan Court,3782,VIC,Australia,8,612,0.7570312499999999,71.0
614,Female,63,Software Engineer II,IT,Mass Customer,No,8,8600 Forster Lane,2177,NSW,Australia,9,615,0.7565,65.0
615,Male,62,Administrative Assistant I,Health,Mass Customer,Yes,6,6692 Independence Way,2070,NSW,Australia,12,615,0.7565,59.0
616,Female,47,Programmer II,Property,Affluent Customer,Yes,17,770 Farmco Point,2049,NSW,Australia,11,617,0.7543749999999999,66.0
617,Female,49,Civil Engineer,Manufacturing,Mass Customer,No,8,602 Toban Center,4020,QLD,Australia,7,617,0.7543749999999999,49.0
618,Female,61,,Retail,High Net Worth,No,16,74 Shopko Pass,2161,NSW,Australia,9,617,0.7543749999999999,63.0
619,Female,22,,Financial Services,Mass Customer,Yes,7,804 Washington Point,4132,QLD,Australia,4,620,0.75,54.0
620,Male,88,Product Engineer,Financial Services,Mass Customer,Yes,6,97 Merrick Center,2460,NSW,Australia,2,620,0.75,67.0
621,Female,62,,,Mass Customer,Yes,22,29 Tennyson Alley,2161,NSW,Australia,9,620,0.75,82.0
622,Male,31,Engineer I,Manufacturing,Mass Customer,Yes,8,8194 Lien Street,4032,QLD,Australia,7,620,0.75,24.0
623,Male,11,Health Coach III,Health,Mass Customer,No,19,9503 New Castle Street,4500,QLD,Australia,9,620,0.75,55.0
624,Female,97,Chemical Engineer,Manufacturing,Affluent Customer,Yes,5,0 Emmet Trail,4128,QLD,Australia,9,625,0.748,62.0
625,Male,51,Geologist IV,Manufacturing,Affluent Customer,Yes,6,7 Spaight Drive,2147,NSW,Australia,9,626,0.74375,29.0
626,Female,17,,,Affluent Customer,Yes,7,45000 Randy Court,3199,VIC,Australia,7,626,0.74375,49.0
627,Male,30,Junior Executive,Manufacturing,Mass Customer,No,9,65 David Pass,4221,QLD,Australia,7,626,0.74375,61.0
628,Male,42,,Property,Affluent Customer,Yes,13,7 Golden Leaf Avenue,2400,NSW,Australia,2,626,0.74375,83.0
629,Male,7,Tax Accountant,,Mass Customer,No,11,43 Dayton Drive,2062,NSW,Australia,9,626,0.74375,77.0
630,Male,43,,,High Net Worth,Yes,16,5 Dryden Road,2782,NSW,Australia,7,626,0.74375,35.0
631,Female,86,Legal Assistant,Health,Mass Customer,Yes,17,14183 Iowa Center,4503,QLD,Australia,5,632,0.74,60.0
632,Female,3,Payment Adjustment Coordinator,Financial Services,Mass Customer,Yes,13,95 Del Mar Court,3175,VIC,Australia,8,632,0.74,47.0
633,Male,88,Marketing Assistant,Retail,Mass Customer,No,12,98 Shoshone Road,4207,QLD,Australia,6,634,0.7394999999999999,25.0
